idade,genero,renda,compras_ano_passado,satisfacao
59,Feminino,2384.09115747619,3,Alta
18,Masculino,1638.6396853168892,4,Baixa
38,Feminino,2433.139297183366,7,Alta
45,Feminino,3313.0235242557796,3,Alta
70,Feminino,1836.183759060736,3,Alta
43,Feminino,2596.6357023432483,6,Baixa
73,Feminino,2370.911405835256,8,Media
65,Masculino,3607.5535053408125,1,Baixa
39,Masculino,4157.789614755725,0,Media
41,Feminino,1983.609222213172,0,Baixa
48,Feminino,3616.954896092667,3,Media
55,Masculino,1988.3922820050811,6,Media
66,Feminino,1964.332479029171,7,Baixa
18,Masculino,1037.9083592279585,2,Alta
51,Feminino,2390.1121723661345,2,Media
79,Masculino,3200.4992680848836,8,Alta
74,Feminino,2920.3987068752417,0,Alta
74,Feminino,2371.846958875308,9,Media
21,Masculino,2715.3967567253158,8,Baixa
48,Feminino,1850.7957314204054,3,Alta
68,Feminino,3803.4328978187855,4,Media
45,Feminino,1410.9098072882837,8,Alta
21,Masculino,2885.669612220838,4,Alta
69,Feminino,2673.4832459103272,7,Media
54,Feminino,2508.8222833056093,0,Media
25,Masculino,2485.0109988690883,8,Alta
45,Masculino,1930.2569431994139,2,Media
73,Feminino,1988.4553189473604,8,Media
77,Feminino,1776.9985754807017,1,Alta
41,Feminino,3136.559504605537,6,Media
76,Masculino,3507.8011161857075,9,Media
27,Masculino,4413.827102627476,9,Media
56,Feminino,2476.2407203443436,4,Media
72,Feminino,2728.3454819357194,4,Media
20,Masculino,1504.4760511248758,6,Media
23,Masculino,3962.1265654906592,2,Media
61,Masculino,2250.7322436424292,2,Alta
34,Masculino,2915.1633506619437,3,Alta
78,Feminino,2155.9855091560185,7,Media
61,Feminino,1718.5156092502448,7,Baixa
21,Masculino,4576.395951892867,0,Baixa
19,Masculino,2528.3474525187503,4,Baixa
54,Masculino,3748.8947497225145,8,Baixa
64,Feminino,2825.4434410642543,3,Alta
18,Feminino,2948.857299507089,8,Media
39,Feminino,2108.0144681182223,8,Alta
77,Masculino,2727.6950091238186,4,Media
59,Feminino,1854.7037080016207,0,Baixa
21,Masculino,1486.2457438204742,7,Media
54,Masculino,2633.033622544802,7,Media
27,Masculino,2651.3393404645526,6,Media
23,Feminino,1927.950822369415,2,Baixa
18,Masculino,2631.206230953751,7,Media
53,Feminino,3035.325189346371,6,Alta
29,Feminino,2852.152102951961,1,Media
67,Masculino,3923.468457025877,4,Baixa
32,Feminino,2862.926726140282,6,Baixa
44,Feminino,2298.473711678236,9,Media
34,Masculino,2891.187936023938,0,Media
70,Masculino,2281.997464047313,4,Baixa
25,Masculino,2384.2862253944068,3,Media
47,Masculino,2880.6717704668104,0,Baixa
54,Masculino,2406.2029587526054,8,Alta
32,Masculino,2109.009744946063,8,Alta
70,Masculino,2892.0523010183742,6,Alta
58,Feminino,3306.0351373701533,5,Media
39,Masculino,1356.7003564213203,8,Baixa
25,Masculino,2792.4501951182183,4,Baixa
64,Feminino,1006.5778889143205,6,Media
26,Feminino,2528.0463136039743,8,Media
24,Feminino,448.7243357908974,9,Media
71,Feminino,1340.676127896069,2,Baixa
18,Masculino,4168.213184714387,9,Baixa
66,Feminino,3410.175710788676,6,Baixa
77,Masculino,219.15669164076508,7,Media
63,Feminino,1030.241636380184,6,Media
56,Feminino,3004.9731645156576,4,Media
78,Feminino,3831.153424530897,8,Baixa
70,Masculino,2372.345229263669,7,Media
41,Masculino,2303.224625802971,8,Alta
47,Feminino,2427.554377505277,0,Media
79,Masculino,4096.320735913572,9,Baixa
53,Feminino,3759.1195801997383,5,Alta
63,Masculino,2494.8481958793927,7,Media
57,Masculino,775.3681036975172,1,Baixa
38,Feminino,3089.327257470946,0,Media
21,Masculino,46.6719958083404,9,Media
42,Masculino,3619.7175625970435,2,Baixa
55,Feminino,2886.778883827057,6,Media
64,Masculino,2194.0420968727026,4,Media
56,Masculino,2235.23349437452,3,Media
44,Masculino,3435.7818023648706,7,Media
68,Feminino,3403.049336622611,8,Media
29,Masculino,2059.366699105509,3,Baixa
46,Masculino,3676.955636130401,4,Media
57,Feminino,1266.4742812366667,7,Media
54,Feminino,2672.1913623677697,2,Media
54,Masculino,4050.0473273489047,9,Alta
79,Feminino,4944.366812105531,8,Baixa
41,Feminino,1358.8345318973263,0,Alta
58,Feminino,1544.4792152341206,3,Media
32,Feminino,2903.5995938459578,1,Media
55,Masculino,855.4137428858544,2,Alta
47,Masculino,1657.2319568259054,8,Media
51,Masculino,1427.3626695865146,3,Media
70,Masculino,2353.5084902986987,4,Media
72,Feminino,1751.3957933146253,3,Media
42,Feminino,3693.247636720184,2,Media
29,Masculino,1633.118172223627,1,Alta
65,Feminino,1073.5767970704364,0,Media
77,Feminino,2024.5029512531432,0,Media
27,Masculino,4928.528971328766,6,Media
24,Masculino,1785.836042599647,5,Media
26,Masculino,3890.134473026833,8,Media
27,Masculino,2975.0720802589176,0,Media
23,Feminino,2897.181046622255,3,Media
35,Feminino,3493.8173947126356,9,Media
49,Masculino,4378.399582337267,2,Baixa
26,Masculino,3471.166405259725,2,Media
46,Masculino,2091.989737442759,5,Media
76,Masculino,4032.3515285562485,2,Alta
65,Masculino,3034.5493251283974,3,Media
23,Feminino,376.98538762753833,9,Media
59,Masculino,2620.118874371989,1,Media
75,Feminino,2148.8201882297735,9,Baixa
46,Feminino,852.6362116508221,8,Baixa
36,Masculino,2828.10110582623,6,Alta
22,Feminino,2728.8877693902327,4,Media
52,Masculino,1576.430644632419,5,Media
54,Masculino,2215.4792440036103,0,Media
57,Masculino,1773.0157687436333,6,Baixa
62,Feminino,1696.7241726181037,4,Baixa
79,Masculino,2669.535849289342,4,Media
74,Masculino,2881.5232524765265,8,Media
41,Feminino,3711.0146135824325,3,Baixa
20,Masculino,1285.9094777527646,2,Baixa
40,Feminino,2527.2740174364494,2,Alta
44,Masculino,3508.1479565377313,4,Baixa
63,Masculino,3742.3642025506765,7,Media
61,Masculino,2511.6950264252227,3,Media
52,Feminino,3136.578480516235,6,Media
38,Masculino,1384.9117120242495,2,Media
53,Masculino,1939.6013064886947,6,Media
31,Feminino,2268.150447343624,5,Media
59,Masculino,1961.828760157224,5,Media
55,Masculino,1653.103829086613,5,Media
33,Feminino,3583.5258952355707,1,Baixa
61,Feminino,1736.8749204725752,2,Media
25,Masculino,2132.7174193176593,0,Alta
53,Feminino,1914.104098657431,2,Alta
53,Masculino,1749.2588790059126,4,Baixa
38,Masculino,3528.785484183306,4,Alta
47,Feminino,1126.1819724249995,6,Media
76,Masculino,3745.183459828605,8,Media
69,Feminino,2088.0967075127182,8,Media
48,Feminino,2131.811270560739,5,Media
37,Feminino,3549.6966818881538,5,Media
61,Masculino,4474.68160806121,7,Media
43,Feminino,1969.9320605499188,1,Media
33,Masculino,2354.471219103973,9,Alta
30,Feminino,3949.876569100147,7,Media
75,Masculino,2458.5087340181526,5,Media
34,Masculino,1868.1072989462084,1,Alta
78,Feminino,1893.1153922090894,1,Alta
57,Feminino,1678.6133515572053,5,Alta
22,Masculino,1588.4934871120183,6,Baixa
35,Masculino,2318.965396322374,1,Media
46,Masculino,3127.5289987801434,0,Alta
76,Feminino,274.2248752608334,2,Alta
57,Feminino,3948.795581700979,9,Media
36,Masculino,2257.9312319991077,8,Media
70,Masculino,3511.8654602961333,1,Media
19,Feminino,2299.9618908722805,8,Media
18,Feminino,2439.055575179063,7,Baixa
71,Masculino,2333.2279895700667,1,Alta
61,Masculino,3857.475049748707,7,Alta
60,Masculino,4077.403824290538,0,Media
47,Feminino,2618.1879786167806,5,Media
71,Feminino,1955.695633410182,0,Media
25,Feminino,3785.698413802817,4,Media
37,Masculino,2605.030775962388,2,Media
61,Feminino,3121.0462658122797,3,Alta
32,Masculino,5076.063326954489,7,Alta
49,Feminino,3884.8043645849816,3,Baixa
26,Masculino,3084.988591997155,2,Alta
57,Feminino,1817.8060896466425,9,Media
42,Masculino,3565.82000254162,5,Media
54,Feminino,2681.40588036464,8,Media
31,Feminino,1886.0632246948464,1,Baixa
39,Feminino,1472.9775206755799,9,Media
28,Feminino,3989.2856094179597,4,Baixa
18,Feminino,3009.985264647509,4,Media
77,Feminino,2310.2198739768114,9,Media
19,Feminino,3036.7461953697675,7,Alta
26,Masculino,-342.1436375625658,6,Media
27,Feminino,3472.3656695801637,5,Alta
78,Feminino,2516.560964699166,9,Baixa
28,Feminino,2869.6113395204425,3,Media
67,Feminino,2844.3735941045084,4,Baixa
40,Masculino,4289.627706639573,2,Media
63,Feminino,2908.8177227057467,0,Media
70,Masculino,2531.82812541743,8,Media
55,Feminino,2903.9793255032328,4,Media
27,Masculino,2062.4343000700933,4,Media
59,Masculino,2965.5304928546643,5,Media
44,Masculino,2115.888518655037,0,Alta
72,Masculino,2661.3278615186146,8,Media
31,Masculino,2045.3233306032919,0,Baixa
41,Masculino,3338.175838504141,9,Media
22,Masculino,2363.21664813606,3,Media
24,Feminino,3017.715571210342,5,Media
28,Feminino,5091.693205475944,0,Media
65,Feminino,2182.263281827248,7,Media
55,Feminino,3369.0281851845493,9,Media
35,Feminino,3249.7597806727504,8,Media
43,Feminino,4009.8809185724235,0,Media
27,Masculino,2289.546683578193,0,Media
70,Masculino,2300.3869816257406,2,Media
61,Feminino,1073.9875072400287,4,Alta
64,Feminino,2882.2477683006728,6,Baixa
79,Feminino,2741.6852921704135,2,Media
27,Feminino,3372.68211391693,9,Media
50,Feminino,1623.803709747258,3,Alta
31,Feminino,717.4364015900405,1,Media
53,Feminino,3671.3018860110988,0,Media
66,Feminino,3124.0929586713487,5,Baixa
44,Masculino,2277.963981309343,3,Alta
37,Feminino,2815.60650759568,5,Media
50,Feminino,3780.464800506008,1,Media
34,Masculino,3917.6514325679323,5,Baixa
67,Masculino,1575.497874457994,8,Alta
79,Feminino,2187.6076434889505,6,Alta
78,Masculino,4016.513219283824,6,Media
53,Feminino,1058.4794065982855,0,Media
59,Masculino,3344.97443183493,9,Media
24,Masculino,1615.2627555696886,0,Media
70,Masculino,1759.1612511993208,9,Baixa
68,Masculino,3298.11787634299,6,Alta
27,Feminino,1860.8917744887135,1,Media
48,Feminino,2729.7137057102605,8,Baixa
27,Feminino,2879.038286253062,5,Media
64,Masculino,1599.5932046489538,9,Baixa
21,Masculino,2505.9645673278137,7,Baixa
69,Masculino,683.7470990791026,6,Media
64,Feminino,2328.472233715979,4,Baixa
51,Feminino,2683.348592732179,8,Baixa
36,Masculino,1874.8267726337958,7,Baixa
48,Masculino,245.3769736194995,3,Media
33,Feminino,3126.5557807252203,7,Alta
68,Masculino,3094.5057640755517,1,Baixa
38,Masculino,2503.5160376361737,6,Alta
25,Feminino,1713.286553279157,6,Baixa
54,Feminino,2394.376248403398,4,Media
64,Feminino,2001.6890307722078,3,Baixa
33,Feminino,3818.3688616571944,0,Media
23,Masculino,696.0509179563603,6,Baixa
21,Feminino,2605.915932552662,2,Media
43,Masculino,2920.614834850702,3,Media
36,Masculino,1913.9448668380794,4,Media
29,Masculino,4164.256656104555,2,Media
56,Feminino,1883.9149737317493,1,Media
77,Masculino,2646.889075488818,5,Alta
31,Masculino,2079.560368205753,6,Alta
77,Feminino,1491.4941763528718,5,Media
56,Feminino,4409.6495893633555,8,Media
28,Masculino,2366.045491916946,3,Media
54,Feminino,733.46997431654,7,Media
40,Feminino,1301.6538782423763,0,Media
65,Feminino,1967.5283517137389,4,Media
63,Masculino,2781.337600680618,1,Media
51,Feminino,4448.223611866761,3,Media
32,Masculino,2125.0213194013836,4,Media
57,Masculino,4096.443527982133,3,Media
36,Masculino,2220.769256442825,6,Alta
75,Feminino,3199.1012806098106,4,Media
76,Masculino,2557.8586951378797,0,Alta
70,Feminino,3914.954025185016,4,Alta
68,Feminino,3030.8281780430025,3,Media
27,Masculino,1492.331472432325,8,Alta
28,Masculino,1025.6622708703944,8,Media
27,Feminino,1992.5096516244341,9,Media
63,Feminino,3351.571860509586,3,Alta
23,Feminino,1127.070616398874,4,Media
55,Feminino,1537.3748434074587,5,Media
46,Masculino,1566.7702736169167,2,Baixa
41,Masculino,993.7022030503672,1,Media
39,Masculino,3381.3082312892866,6,Baixa
47,Feminino,3859.4947005399395,6,Baixa
67,Feminino,3447.8312912630104,1,Media
78,Masculino,1165.3996702514155,1,Baixa
58,Masculino,2921.909692525184,7,Baixa
46,Masculino,3828.7694432589474,2,Media
67,Feminino,1361.4941553410736,8,Alta
22,Masculino,3170.0955519917443,0,Alta
47,Feminino,4151.968343160074,4,Media
27,Feminino,2640.934567791355,3,Alta
32,Feminino,664.0861847366702,4,Media
70,Masculino,2244.098568979578,8,Baixa
46,Feminino,1296.282725559215,3,Media
55,Masculino,662.7165089084601,1,Alta
73,Feminino,2631.7276077820616,4,Baixa
19,Masculino,2839.144201395957,3,Media
27,Feminino,2911.556199490101,9,Baixa
19,Feminino,2147.266891033167,1,Alta
50,Masculino,4194.904346118201,1,Baixa
74,Feminino,4413.726078571706,9,Media
52,Masculino,2494.352266303583,8,Media
20,Feminino,3554.741120628858,6,Media
38,Feminino,1335.5205445552267,0,Media
33,Feminino,2438.5155343313854,1,Alta
34,Feminino,1112.478496605842,7,Media
37,Masculino,3372.2599891463383,4,Alta
69,Feminino,3753.4544041885274,4,Alta
74,Masculino,2842.483984904186,8,Media
26,Masculino,5080.8960433292195,1,Baixa
74,Masculino,114.47968040692513,6,Baixa
50,Masculino,3399.9025423365742,2,Media
59,Feminino,1575.6821169578177,2,Alta
75,Masculino,352.61374054992393,0,Media
52,Feminino,2742.430341153967,9,Media
50,Feminino,2168.466223548711,1,Media
25,Masculino,1481.2782664016836,0,Alta
28,Masculino,2140.6779645546285,2,Media
76,Feminino,2812.1142413922735,9,Media
32,Feminino,3213.0815260331005,4,Alta
24,Feminino,3831.668736381117,3,Alta
71,Feminino,1016.5036308724661,2,Media
62,Masculino,2044.6686133766689,8,Baixa
57,Masculino,2985.213765314571,1,Baixa
32,Feminino,2645.606358454383,5,Baixa
32,Masculino,2484.2178329960243,0,Media
42,Masculino,3080.392995748094,7,Alta
73,Feminino,1510.2921650430249,1,Media
73,Feminino,3876.9956381984766,5,Baixa
60,Feminino,2010.3953305211228,8,Baixa
68,Feminino,3417.5684381746273,3,Alta
26,Feminino,1058.461487523466,9,Alta
37,Masculino,2638.209997434153,0,Media
68,Masculino,3125.0446104898983,5,Alta
20,Masculino,2959.7602284003565,7,Media
40,Feminino,1889.602259268634,9,Media
74,Masculino,1896.1734487825042,1,Media
56,Feminino,3673.7985725428744,8,Media
43,Feminino,2757.3543072122957,4,Alta
39,Feminino,4685.889797471496,5,Alta
57,Masculino,686.6503335947857,3,Alta
64,Feminino,2242.954722486297,1,Alta
39,Feminino,1215.720475808096,8,Baixa
59,Masculino,2331.9235434004477,9,Media
38,Masculino,1224.2646067596536,7,Media
29,Masculino,2989.9996736467156,0,Media
33,Feminino,2106.6288476275568,2,Media
48,Masculino,1937.4961218248752,1,Media
75,Masculino,2978.1812616106,2,Media
20,Masculino,3247.6319882093176,3,Baixa
78,Feminino,2117.1777292448855,9,Alta
73,Masculino,1504.1635748177246,8,Baixa
30,Masculino,2665.72105784217,9,Media
56,Feminino,1790.5338251491967,2,Media
33,Feminino,2242.7679177268324,5,Media
19,Masculino,3057.7901151802344,5,Media
58,Feminino,2237.0447227574505,6,Baixa
34,Masculino,3336.986507098511,3,Media
72,Masculino,2949.6546223922255,4,Alta
41,Feminino,665.3564795437364,0,Media
71,Feminino,2357.415501852126,8,Alta
32,Feminino,4736.123467444159,6,Baixa
78,Feminino,3220.9749599517463,1,Alta
67,Feminino,5754.474277021537,6,Media
72,Feminino,3258.4761695096377,5,Baixa
41,Masculino,3913.3664331176838,7,Media
25,Masculino,1970.2871976041315,3,Media
34,Feminino,3016.721738616607,0,Media
43,Masculino,1347.7237871578425,7,Media
67,Masculino,1506.82104526942,0,Media
63,Masculino,2314.846237498781,6,Media
49,Feminino,2757.392029953413,8,Media
58,Masculino,2830.874232425521,3,Media
50,Feminino,1935.5681775493447,7,Media
50,Masculino,2485.11927530384,8,Alta
21,Feminino,3159.1118591204768,8,Media
69,Feminino,2546.9758556999154,2,Baixa
30,Feminino,2290.9205301642205,3,Media
23,Masculino,2377.159081362919,5,Media
57,Masculino,2320.69678990662,4,Media
24,Feminino,1736.0894118626506,7,Media
64,Masculino,266.64417867920474,2,Media
47,Feminino,1862.9375286261334,6,Media
62,Masculino,2590.8516343813276,6,Media
18,Masculino,1794.4598561240336,0,Media
55,Masculino,2063.180478303841,7,Alta
50,Feminino,2449.404989978516,4,Alta
48,Masculino,2822.2086602035633,8,Alta
58,Feminino,3020.3617685689956,3,Media
55,Masculino,1880.7191267162736,4,Alta
44,Masculino,2725.536836361875,6,Alta
77,Masculino,3456.909226845688,3,Media
30,Masculino,3227.80106561424,7,Baixa
20,Feminino,35.46440920178384,6,Alta
57,Masculino,3116.4625025913483,4,Media
73,Feminino,1512.615674593986,5,Alta
63,Masculino,3058.294711973268,8,Alta
25,Masculino,3284.430065815045,7,Media
42,Masculino,3290.63983935646,4,Alta
71,Feminino,1729.0924415007485,1,Alta
42,Masculino,3041.7378180759865,2,Media
31,Masculino,2814.9540661801857,4,Media
23,Feminino,3061.9860097456303,1,Media
76,Feminino,2458.56158022459,6,Media
37,Feminino,3585.0848003973247,4,Media
56,Feminino,4835.779655480121,2,Media
29,Masculino,4025.877613125959,7,Media
58,Feminino,2809.748879680053,6,Media
65,Masculino,3448.1469723526952,6,Baixa
76,Masculino,334.6840561682566,0,Baixa
29,Masculino,3001.3567489716606,5,Media
42,Feminino,1958.2783536302013,8,Media
57,Masculino,1630.832782488063,9,Media
48,Feminino,1517.4127482019933,2,Alta
54,Feminino,3184.7674949756565,8,Media
67,Feminino,1786.085126463225,7,Media
33,Feminino,2355.5260850389914,3,Media
21,Feminino,778.7393555900062,6,Media
31,Masculino,4668.028743279996,0,Media
24,Masculino,3435.76962833822,9,Media
26,Masculino,976.3891668189758,7,Media
68,Masculino,2781.522435026579,2,Media
55,Masculino,1817.175952986149,2,Media
32,Feminino,1485.381042849153,1,Media
40,Feminino,3814.2585651295635,9,Media
70,Masculino,2717.4289472337077,7,Media
51,Masculino,2398.3367155109095,6,Baixa
64,Masculino,2405.4406765008057,3,Media
35,Masculino,1741.751202113257,3,Baixa
18,Feminino,1605.222191957665,5,Media
63,Masculino,2626.7368049884067,2,Baixa
53,Masculino,665.3417059116448,7,Alta
57,Masculino,3302.331568241039,5,Media
32,Masculino,3994.7158676252147,4,Media
38,Masculino,2321.428329081133,0,Baixa
55,Feminino,2133.2527359023843,2,Media
58,Feminino,2432.993536649749,6,Alta
75,Feminino,3081.2866144810123,4,Alta
36,Masculino,3222.1223661456997,0,Baixa
77,Feminino,2447.015487572994,4,Media
27,Feminino,4273.170204480835,0,Media
56,Masculino,1958.8006826343194,9,Baixa
73,Masculino,2470.1805179482017,3,Baixa
64,Feminino,2963.3005189484174,4,Media
53,Feminino,1436.086587191776,0,Media
50,Masculino,2410.9570166961007,5,Baixa
53,Masculino,3499.792184646005,9,Alta
56,Masculino,2935.599773984547,9,Media
39,Feminino,2711.766544506867,3,Media
32,Feminino,1803.5116217129957,4,Baixa
28,Masculino,2992.75968502144,3,Baixa
64,Masculino,2866.8843451414095,6,Baixa
50,Masculino,3273.4066710416523,9,Media
57,Feminino,2557.4273969952314,4,Media
61,Masculino,3620.5996499953026,2,Alta
68,Feminino,3680.2227035269784,5,Media
59,Masculino,2205.9227838772476,0,Media
48,Masculino,3976.445470396646,0,Media
69,Feminino,2250.4737699407583,6,Media
71,Feminino,4137.903033587849,1,Media
59,Feminino,2416.6795106705963,4,Media
67,Masculino,3523.5789177443285,4,Baixa
24,Feminino,2746.9814129871,9,Media
79,Masculino,2630.3585718125064,1,Media
71,Masculino,-126.01758073440351,2,Alta
54,Masculino,2893.9180585005615,1,Media
47,Feminino,2013.8937527862308,2,Media
54,Feminino,-802.706935330048,6,Baixa
79,Masculino,2934.5080007683764,3,Baixa
28,Feminino,1079.723452741979,0,Media
78,Masculino,2885.524436657762,0,Media
67,Feminino,3117.5547529952623,5,Alta
26,Feminino,1421.3976146760237,1,Baixa
65,Masculino,4162.936225359038,2,Baixa
50,Masculino,2810.2563590006025,7,Media
48,Feminino,1744.5375031420253,4,Media
50,Feminino,2642.0806358878986,7,Media
24,Masculino,2039.0141195773867,0,Media
36,Feminino,1662.291002588625,1,Baixa
42,Feminino,3974.264065632631,6,Alta
72,Feminino,2929.2579141019582,3,Baixa
76,Feminino,2547.4202976452284,9,Baixa
26,Masculino,2811.903108376156,0,Media
70,Feminino,1884.4770792204085,4,Baixa
38,Masculino,867.3970707245362,3,Alta
73,Feminino,2020.178590376625,6,Alta
79,Masculino,2518.4021211837667,6,Baixa
41,Masculino,2970.531106890693,2,Media
21,Feminino,2421.8642482690343,9,Alta
23,Masculino,2145.5485358046817,8,Media
45,Masculino,1538.5871122528629,7,Media
58,Feminino,2659.237731778103,4,Alta
21,Feminino,1618.710392240829,1,Media
48,Masculino,3740.3264534146824,3,Media
58,Masculino,2927.2866865225506,1,Alta
28,Feminino,3847.2556042329234,3,Baixa
47,Masculino,4110.201689905949,4,Media
43,Feminino,2980.121931188724,6,Media
36,Masculino,1425.2011066657715,5,Media
58,Feminino,2819.7954500217124,9,Baixa
26,Feminino,2367.548662342432,4,Media
40,Feminino,3417.6208608855304,8,Media
45,Feminino,3719.1700608152773,5,Baixa
63,Masculino,3601.2590944692906,3,Alta
33,Masculino,1812.6677788771165,7,Baixa
51,Feminino,2567.9757402255827,1,Media
72,Feminino,783.6690429686594,9,Alta
43,Feminino,5423.785638440519,1,Media
18,Feminino,2467.3854939084886,2,Baixa
79,Feminino,2239.7229332713437,3,Alta
20,Masculino,2553.5640484328046,1,Media
68,Masculino,3918.936683766481,7,Media
22,Masculino,2888.817967547967,0,Media
75,Masculino,3558.149538261467,1,Media
35,Feminino,2553.6837552057036,8,Media
55,Feminino,2265.3189681664853,2,Media
73,Feminino,3401.598066924287,2,Media
24,Masculino,333.29193383901566,0,Alta
33,Masculino,2194.3675149698247,2,Media
28,Feminino,3184.739891207703,3,Media
47,Masculino,4021.9556019046095,8,Baixa
78,Feminino,2851.0421742865515,3,Baixa
70,Feminino,3593.428809969639,2,Baixa
42,Masculino,3304.388833523771,1,Media
18,Feminino,2085.416859892564,1,Baixa
49,Masculino,2744.273729498886,4,Baixa
21,Masculino,621.4046135947224,7,Alta
40,Feminino,3173.9610280412935,4,Alta
71,Masculino,1911.932940559871,8,Baixa
24,Masculino,3325.007757550421,9,Media
34,Feminino,2382.091883214898,9,Media
30,Feminino,3586.4593906738955,6,Baixa
51,Feminino,1787.602665558104,7,Baixa
67,Masculino,3649.6164241667975,3,Media
75,Masculino,2657.0239410671697,9,Media
45,Masculino,1163.5518699564343,0,Baixa
23,Feminino,2750.7559921032807,6,Media
72,Masculino,3018.496859742744,7,Media
52,Masculino,775.9241167791722,1,Media
56,Masculino,2822.6744438734013,1,Media
43,Masculino,1163.8591781936614,7,Alta
20,Masculino,2267.7693347558566,0,Baixa
24,Feminino,1766.98518687277,8,Media
38,Masculino,2043.638709507284,7,Baixa
62,Masculino,933.4526420389466,2,Media
74,Masculino,755.4887237310998,7,Alta
24,Feminino,3215.9182075578283,9,Media
72,Masculino,1228.9425101923714,4,Media
78,Masculino,2375.378048020412,7,Media
67,Masculino,1878.125105030389,0,Baixa
38,Masculino,1067.9823627750009,1,Media
20,Masculino,2643.7496372002156,1,Media
76,Feminino,1199.4410092250832,6,Baixa
75,Masculino,1455.6543881714454,7,Baixa
38,Feminino,2551.702391411529,0,Media
54,Masculino,2645.927341059173,4,Media
71,Feminino,2823.3831279537926,3,Alta
54,Masculino,3428.136987306591,9,Baixa
36,Feminino,1865.4073436142698,3,Alta
19,Feminino,1629.927288396311,7,Alta
31,Feminino,2864.4570475583255,1,Media
72,Masculino,2225.0563233257417,6,Baixa
34,Masculino,1672.889851904226,1,Media
67,Masculino,1637.6426870584435,1,Media
32,Feminino,3209.0030200246633,5,Baixa
44,Feminino,3345.952195719422,1,Media
51,Feminino,3426.0305355147716,1,Baixa
79,Masculino,2870.7118494902165,9,Media
75,Feminino,2471.6749932871394,8,Media
51,Masculino,3349.941452723383,2,Media
68,Feminino,2953.3747927849863,6,Media
52,Feminino,4045.783932101763,7,Media
25,Masculino,2885.045794745442,3,Media
72,Masculino,1833.1054240970293,6,Baixa
62,Masculino,312.96562344958375,4,Baixa
27,Masculino,1664.8155190324082,5,Alta
40,Feminino,2146.498770250085,4,Media
34,Masculino,1381.0502660173959,2,Baixa
69,Masculino,3145.962786073292,5,Media
63,Masculino,1969.634394451878,2,Media
51,Masculino,3212.1658946550488,5,Media
19,Masculino,2838.231801769554,8,Baixa
72,Masculino,2339.1266878739198,5,Media
61,Feminino,3738.1158199384427,9,Media
48,Masculino,2654.5923921600343,0,Alta
72,Feminino,1748.314253088976,6,Alta
33,Masculino,3954.622180628232,5,Baixa
46,Masculino,2364.2833748189605,2,Media
39,Feminino,2207.7096218485103,1,Media
37,Masculino,2007.4828883384996,8,Media
70,Masculino,1726.1044515125218,2,Media
44,Feminino,1767.794988128776,2,Alta
36,Feminino,3710.211299825992,7,Media
21,Masculino,3965.8310341676174,9,Media
61,Feminino,2590.7218582839328,1,Alta
18,Masculino,2682.0782443436988,7,Media
32,Feminino,1156.4057530873833,0,Alta
78,Masculino,1968.508989604552,5,Media
38,Masculino,2772.1584359178214,8,Media
50,Masculino,2633.9750621103644,1,Alta
20,Masculino,2911.9856337049705,2,Media
25,Masculino,1838.6944636806934,1,Alta
75,Feminino,1336.7694170742545,1,Baixa
31,Masculino,2508.2867223952853,8,Baixa
43,Masculino,2968.408243835452,0,Media
65,Feminino,2332.4789228424484,6,Media
45,Masculino,1720.5612212893384,5,Alta
31,Masculino,1682.5665154235355,3,Media
50,Masculino,3043.623662641199,4,Media
67,Feminino,2031.0740083498195,5,Baixa
74,Feminino,2347.595250091605,1,Media
51,Feminino,1875.2893060773195,6,Baixa
18,Feminino,2627.6546474697006,0,Media
21,Feminino,3113.486706267598,1,Media
60,Masculino,2472.860709102799,9,Media
51,Masculino,3064.4860517911684,3,Alta
25,Masculino,3139.8682100573747,8,Media
71,Masculino,2684.5425564542775,9,Media
18,Feminino,845.624084313321,0,Media
67,Feminino,2056.889714362932,4,Baixa
21,Masculino,3542.2841564480987,6,Media
28,Feminino,2175.090368007393,0,Media
22,Masculino,3020.7126525936073,0,Media
45,Masculino,3330.568052223338,5,Alta
48,Feminino,2096.8225950654596,9,Alta
30,Masculino,2342.6560892850302,3,Baixa
42,Masculino,1381.4537749007293,7,Media
45,Masculino,842.4666534338703,9,Baixa
34,Feminino,2795.3516735805374,9,Media
20,Feminino,2636.783635072046,5,Baixa
41,Masculino,3420.277508670901,5,Media
70,Feminino,3059.236702852787,5,Baixa
32,Feminino,1443.3551923707935,3,Media
43,Feminino,3983.526475492161,4,Media
77,Masculino,1769.282527387904,0,Media
29,Feminino,2311.8701404537314,3,Media
43,Masculino,2899.1959822412214,1,Baixa
33,Masculino,3002.567167216792,0,Media
41,Masculino,3369.6090194964518,6,Alta
66,Masculino,-502.5554420971371,6,Baixa
32,Masculino,2672.1340667723257,6,Baixa
33,Masculino,2909.4532550941153,9,Baixa
66,Masculino,3872.036890262406,9,Alta
18,Masculino,2478.6812097957336,4,Media
42,Feminino,4273.8853454667715,3,Media
60,Feminino,1650.422003708863,2,Media
37,Masculino,2550.1534762604233,4,Media
67,Feminino,2754.7382123567904,5,Media
57,Feminino,2494.4715633120445,8,Media
51,Masculino,2134.1076909261474,2,Alta
31,Masculino,2089.8226552760784,6,Baixa
50,Feminino,4087.926514156302,9,Media
63,Feminino,3247.586363129878,2,Media
55,Masculino,4075.809755507201,1,Media
